[2024/8/18 11:0:0] 物品:魔法药(小量)	怪物:223423C0僵尸4	地图:H201	X:82	Y:59 
[2024/8/18 11:29:30] 物品:强效太阳水	怪物:1A2BF780牛魔祭司8	地图:H010	X:271	Y:280 
[2024/8/18 11:29:36] 物品:灵魂战衣(男)	怪物:21F31FE0牛魔法师8	地图:H010	X:266	Y:276 
[2024/8/18 11:29:36] 物品:生铁戒指	怪物:21F31FE0牛魔法师8	地图:H010	X:266	Y:276 
[2024/8/18 11:29:39] 物品:恶魔长袍(女)	怪物:31036A00牛魔法师8	地图:H010	X:269	Y:273 
[2024/8/18 11:29:41] 物品:治愈术	怪物:2A8401C0僵尸1	地图:H201	X:172	Y:58 
[2024/8/18 11:29:42] 物品:强效太阳水	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效太阳水	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效太阳水	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效太阳水	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效太阳水	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效金创药	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效金创药	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效魔法药	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:强效魔法药	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:凝霜	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:42] 物品:黑檀手镯	怪物:2F2B0090尸王8	地图:H201	X:172	Y:59 
[2024/8/18 11:29:46] 物品:金创药(小量)	怪物:0DBE8CD0僵尸5	地图:H201	X:170	Y:59 
[2024/8/18 11:29:46] 物品:魔法药(小量)	怪物:0DBE8CD0僵尸5	地图:H201	X:170	Y:59 
[2024/8/18 11:29:46] 物品:强效太阳水	怪物:2A0517D0牛魔将军8	地图:H010	X:268	Y:274 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:太阳水	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:金创药(中量)	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:金创药(中量)	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:金创药(中量)	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:魔法药(中量)	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:魔法药(中量)	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:魔法药(中量)	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效金创药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:强效魔法药	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:灵魂战衣(女)	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:49] 物品:白色虎齿项链	怪物:061E7A10白野猪8	地图:H204	X:79	Y:37 
[2024/8/18 11:29:50] 物品:灵魂战衣(男)	怪物:2E022D80牛魔法师8	地图:H010	X:270	Y:273 
[2024/8/18 11:29:50] 物品:施毒术	怪物:1E9726F0僵尸1	地图:H201	X:170	Y:57 
[2024/8/18 11:29:53] 物品:魔法药(小量)	怪物:2F227790僵尸3	地图:D401	X:102	Y:97 
[2024/8/18 11:29:54] 物品:金创药(小量)	怪物:2B2A2D40僵尸5	地图:H201	X:172	Y:58 
[2024/8/18 11:29:56] 物品:强效太阳水	怪物:29D46790牛魔祭司8	地图:H010	X:270	Y:274 
[2024/8/18 11:29:56] 物品:珊瑚戒指	怪物:29D46790牛魔祭司8	地图:H010	X:270	Y:274 
[2024/8/18 11:29:56] 物品:强效太阳水	怪物:1A341A20魔龙战将	地图:66	X:80	Y:119 
[2024/8/18 11:30:1] 物品:魔法药(小量)	怪物:24598FA0僵尸5	地图:H201	X:168	Y:57 
[2024/8/18 11:30:6] 物品:强效太阳水	怪物:2A40D6C0牛魔祭司0	地图:H010	X:266	Y:267 
[2024/8/18 11:30:6] 物品:强效太阳水	怪物:2A40D6C0牛魔祭司0	地图:H010	X:266	Y:267 
[2024/8/18 11:30:6] 物品:太阳水	怪物:2A40D6C0牛魔祭司0	地图:H010	X:266	Y:267 
[2024/8/18 11:30:6] 物品:太阳水	怪物:2A40D6C0牛魔祭司0	地图:H010	X:266	Y:267 
[2024/8/18 11:30:6] 物品:太阳水	怪物:2A40D6C0牛魔祭司0	地图:H010	X:266	Y:267 
[2024/8/18 11:30:6] 物品:金戒指	怪物:2A40D6C0牛魔祭司0	地图:H010	X:266	Y:267 
[2024/8/18 11:30:11] 物品:道士手镯	怪物:2A4AEE60牛魔法师8	地图:H010	X:267	Y:267 
[2024/8/18 11:30:15] 物品:强效魔法药	怪物:2A6986C0魔龙射手2	地图:66	X:74	Y:120 
[2024/8/18 11:30:15] 物品:强效金创药	怪物:2A6986C0魔龙射手2	地图:66	X:74	Y:120 
[2024/8/18 11:30:15] 物品:重盔甲(男)	怪物:2A6986C0魔龙射手2	地图:66	X:74	Y:120 
[2024/8/18 11:30:18] 物品:魔法长袍(男)	怪物:2F383F70牛魔法师8	地图:H010	X:267	Y:267 
[2024/8/18 11:30:18] 物品:道德戒指	怪物:2F383F70牛魔法师8	地图:H010	X:267	Y:267 
[2024/8/18 11:30:22] 物品:强效太阳水	怪物:299789B0魔龙射手1	地图:66	X:76	Y:122 
[2024/8/18 11:30:26] 物品:治愈术	怪物:0DC9FA90僵尸1	地图:H201	X:173	Y:54 
[2024/8/18 11:30:27] 物品:强效太阳水	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:27] 物品:强效太阳水	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:27] 物品:强效太阳水	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:27] 物品:太阳水	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:27] 物品:太阳水	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:27] 物品:太阳水	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:27] 物品:恶魔长袍(男)	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:27] 物品:魔法长袍(女)	怪物:1A38B4D0牛魔祭司0	地图:H010	X:262	Y:272 
[2024/8/18 11:30:32] 物品:道士手镯	怪物:29772230牛魔侍卫8	地图:H010	X:261	Y:271 
[2024/8/18 11:30:34] 物品:强效太阳水	怪物:0381E4C0牛魔祭司0	地图:H010	X:261	Y:270 
[2024/8/18 11:30:34] 物品:强效太阳水	怪物:0381E4C0牛魔祭司0	地图:H010	X:261	Y:270 
[2024/8/18 11:30:34] 物品:太阳水	怪物:0381E4C0牛魔祭司0	地图:H010	X:261	Y:270 
[2024/8/18 11:30:34] 物品:太阳水	怪物:0381E4C0牛魔祭司0	地图:H010	X:261	Y:270 
[2024/8/18 11:30:34] 物品:太阳水	怪物:0381E4C0牛魔祭司0	地图:H010	X:261	Y:270 
[2024/8/18 11:30:34] 物品:生命项链	怪物:0381E4C0牛魔祭司0	地图:H010	X:261	Y:270 
[2024/8/18 11:30:38] 物品:金创药(小量)	怪物:2F227790僵尸3	地图:D401	X:102	Y:96 
[2024/8/18 11:30:39] 物品:强效太阳水	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效太阳水	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效太阳水	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效太阳水	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效太阳水	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效金创药	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效金创药	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效魔法药	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:强效魔法药	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:蛇眼戒指	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:魅力戒指	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:黑檀手镯	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:魔力手镯	怪物:3094F740尸王8	地图:H201	X:174	Y:55 
[2024/8/18 11:30:39] 物品:恶魔铃铛	怪物:2DD4B4F0魔龙刀兵1	地图:66	X:77	Y:125 
[2024/8/18 11:30:41] 物品:金创药(小量)	怪物:2A75B8A0僵尸4	地图:H201	X:174	Y:53 
[2024/8/18 11:30:43] 物品:魔法长袍(男)	怪物:29CB6710牛魔法师8	地图:H010	X:261	Y:271 
[2024/8/18 11:30:43] 物品:道士手镯	怪物:29CB6710牛魔法师8	地图:H010	X:261	Y:271 
[2024/8/18 11:30:43] 物品:金创药(小量)	怪物:27B58B60僵尸5	地图:H201	X:173	Y:53 
[2024/8/18 11:30:45] 物品:强效金创药	怪物:2EBA1660魔龙破甲兵	地图:66	X:77	Y:125 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:2A181F80牛魔祭司0	地图:H010	X:260	Y:271 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:2A181F80牛魔祭司0	地图:H010	X:260	Y:271 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:2A181F80牛魔祭司0	地图:H010	X:260	Y:271 
[2024/8/18 11:30:50] 物品:太阳水	怪物:2A181F80牛魔祭司0	地图:H010	X:260	Y:271 
[2024/8/18 11:30:50] 物品:龙纹剑	怪物:2A181F80牛魔祭司0	地图:H010	X:260	Y:271 
[2024/8/18 11:30:50] 物品:道士手镯	怪物:2A181F80牛魔祭司0	地图:H010	X:260	Y:271 
[2024/8/18 11:30:50] 物品:生铁戒指	怪物:2A181F80牛魔祭司0	地图:H010	X:260	Y:271 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效太阳水	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效金创药	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效金创药	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效魔法药	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:强效魔法药	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:骷髅戒指	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:蛇眼戒指	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:黑檀手镯	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:50] 物品:群体治疗术	怪物:281C2940尸王8	地图:H201	X:174	Y:53 
[2024/8/18 11:30:55] 物品:恶魔铃铛	怪物:1CCB65E0牛魔将军8	地图:H010	X:260	Y:270 
[2024/8/18 11:31:3] 物品:强效太阳水	怪物:29D80E30牛魔祭司0	地图:H010	X:256	Y:270 
[2024/8/18 11:31:3] 物品:太阳水	怪物:29D80E30牛魔祭司0	地图:H010	X:256	Y:270 
[2024/8/18 11:31:3] 物品:太阳水	怪物:29D80E30牛魔祭司0	地图:H010	X:256	Y:270 
[2024/8/18 11:31:7] 物品:强效太阳水	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效太阳水	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效太阳水	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效太阳水	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效太阳水	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效金创药	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效金创药	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效魔法药	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:强效魔法药	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:7] 物品:魅力戒指	怪物:1C114010尸王8	地图:H201	X:164	Y:48 
[2024/8/18 11:31:8] 物品:金创药(小量)	怪物:2EC867D0僵尸5	地图:H201	X:163	Y:48 
[2024/8/18 11:31:8] 物品:太阳水	怪物:2EC867D0僵尸5	地图:H201	X:163	Y:48 
[2024/8/18 11:31:15] 物品:灵魂战衣(男)	怪物:2B43CDF0牛魔法师8	地图:H010	X:256	Y:270 
[2024/8/18 11:31:15] 物品:金戒指	怪物:2B43CDF0牛魔法师8	地图:H010	X:256	Y:270 
[2024/8/18 11:31:15] 物品:道德戒指	怪物:2B43CDF0牛魔法师8	地图:H010	X:256	Y:270 
[2024/8/18 11:31:15] 物品:生铁戒指	怪物:2B43CDF0牛魔法师8	地图:H010	X:256	Y:270 
[2024/8/18 11:31:16] 物品:疾光电影	怪物:03977CA0恶灵尸王	地图:H201	X:163	Y:50 
[2024/8/18 11:31:16] 物品:施毒术	怪物:03977CA0恶灵尸王	地图:H201	X:163	Y:50 
[2024/8/18 11:31:16] 物品:雷电术	怪物:03977CA0恶灵尸王	地图:H201	X:163	Y:50 
[2024/8/18 11:31:16] 物品:诱惑之光	怪物:03977CA0恶灵尸王	地图:H201	X:163	Y:50 
[2024/8/18 11:31:16] 物品:召唤骷髅	怪物:03977CA0恶灵尸王	地图:H201	X:163	Y:50 
[2024/8/18 11:31:17] 物品:黑铁头盔(封印)	怪物:1C872AF0牛魔将军0	地图:H010	X:255	Y:270 
[2024/8/18 11:31:17] 物品:强效太阳水	怪物:1C872AF0牛魔将军0	地图:H010	X:255	Y:270 
[2024/8/18 11:31:17] 物品:强效太阳水	怪物:1C872AF0牛魔将军0	地图:H010	X:255	Y:270 
[2024/8/18 11:31:17] 物品:太阳水	怪物:1C872AF0牛魔将军0	地图:H010	X:255	Y:270 
[2024/8/18 11:31:17] 物品:太阳水	怪物:1C872AF0牛魔将军0	地图:H010	X:255	Y:270 
[2024/8/18 11:31:17] 物品:辟邪手镯	怪物:1C872AF0牛魔将军0	地图:H010	X:255	Y:270 
[2024/8/18 11:31:17] 物品:瞬息移动	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:灵魂火符	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:雷电术	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:抗拒火环	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:精神力战法	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:火球术	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:治愈术	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:基本剑术	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:短剑	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:黑檀项链	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:17] 物品:金创药(小量)	怪物:1B7602E0僵尸40	地图:H201	X:163	Y:49 
[2024/8/18 11:31:21] 物品:精神力战法	怪物:2A2703F0僵尸1	地图:H201	X:164	Y:50 
[2024/8/18 11:31:23] 物品:强效魔法药	怪物:278847B0魔龙射手2	地图:66	X:78	Y:109 
[2024/8/18 11:31:23] 物品:竹笛	怪物:278847B0魔龙射手2	地图:66	X:78	Y:109 
[2024/8/18 11:31:24] 物品:强效太阳水	怪物:18C62230牛魔祭司0	地图:H010	X:256	Y:272 
[2024/8/18 11:31:24] 物品:强效太阳水	怪物:18C62230牛魔祭司0	地图:H010	X:256	Y:272 
[2024/8/18 11:31:24] 物品:太阳水	怪物:18C62230牛魔祭司0	地图:H010	X:256	Y:272 
[2024/8/18 11:31:24] 物品:太阳水	怪物:18C62230牛魔祭司0	地图:H010	X:256	Y:272 
[2024/8/18 11:31:24] 物品:记忆头盔	怪物:18C62230牛魔祭司0	地图:H010	X:256	Y:272 
[2024/8/18 11:31:27] 物品:强效太阳水	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效太阳水	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效太阳水	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效太阳水	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效太阳水	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效金创药	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效金创药	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效魔法药	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:强效魔法药	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:骷髅戒指	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:魅力戒指	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:27] 物品:魔力手镯	怪物:184119A0尸王8	地图:H201	X:165	Y:48 
[2024/8/18 11:31:29] 物品:金创药(小量)	怪物:31AA1F30僵尸5	地图:H201	X:165	Y:49 
[2024/8/18 11:31:36] 物品:强效太阳水	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效太阳水	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效太阳水	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效太阳水	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效太阳水	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效金创药	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效金创药	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效魔法药	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:强效魔法药	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:珊瑚戒指	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:黑色水晶戒指	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:蓝翡翠项链	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:魔力手镯	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:36] 物品:野蛮冲撞	怪物:2CA33530尸王8	地图:H201	X:170	Y:49 
[2024/8/18 11:31:38] 物品:强效太阳水	怪物:28E4D390牛魔将军0	地图:H010	X:251	Y:273 
[2024/8/18 11:31:38] 物品:强效太阳水	怪物:28E4D390牛魔将军0	地图:H010	X:251	Y:273 
[2024/8/18 11:31:38] 物品:太阳水	怪物:28E4D390牛魔将军0	地图:H010	X:251	Y:273 
[2024/8/18 11:31:38] 物品:战神盔甲(女)	怪物:28E4D390牛魔将军0	地图:H010	X:251	Y:273 
[2024/8/18 11:31:38] 物品:珍珠戒指	怪物:28E4D390牛魔将军0	地图:H010	X:251	Y:273 
[2024/8/18 11:31:38] 物品:魅力戒指	怪物:28E4D390牛魔将军0	地图:H010	X:251	Y:273 
[2024/8/18 11:31:38] 物品:夏普儿手镯	怪物:28E4D390牛魔将军0	地图:H010	X:251	Y:273 
[2024/8/18 11:31:42] 物品:金创药(小量)	怪物:03B6D870僵尸5	地图:H201	X:170	Y:48 
[2024/8/18 11:31:44] 物品:爆裂火焰	怪物:190966F0僵尸1	地图:H201	X:170	Y:48 
[2024/8/18 11:31:45] 物品:强效金创药	怪物:06332FD0魔龙破甲兵	地图:66	X:70	Y:105 
[2024/8/18 11:31:45] 物品:强效金创药	怪物:06332FD0魔龙破甲兵	地图:66	X:70	Y:105 
[2024/8/18 11:31:45] 物品:强效太阳水	怪物:1BEAB720牛魔将军0	地图:H010	X:252	Y:274 
[2024/8/18 11:31:45] 物品:太阳水	怪物:1BEAB720牛魔将军0	地图:H010	X:252	Y:274 
[2024/8/18 11:31:50] 物品:金创药(小量)	怪物:03B6D870僵尸5	地图:H201	X:170	Y:48 
[2024/8/18 11:31:50] 物品:攻杀剑术	怪物:03B6D870僵尸5	地图:H201	X:170	Y:48 
[2024/8/18 11:31:50] 物品:重盔甲(男)	怪物:297E1270牛魔侍卫8	地图:H010	X:253	Y:272 
[2024/8/18 11:31:50] 物品:生铁戒指	怪物:297E1270牛魔侍卫8	地图:H010	X:253	Y:272 
[2024/8/18 11:31:56] 物品:施毒术	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:隐身术	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:抗拒火环	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:精神力战法	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:火球术	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:治愈术	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:基本剑术	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:黑色水晶项链	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
[2024/8/18 11:31:56] 物品:魔法药(小量)	怪物:1B7602E0僵尸40	地图:H201	X:168	Y:48 
