[2024/8/19 4:0:6] 物品:魔法药(中量)	怪物:28F35F40祖玛雕像8	地图:H204	X:67	Y:27 
[2024/8/19 4:35:36] 物品:强效魔法药	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:36] 物品:记忆项链	怪物:2A2F97B0虹魔猪卫8	地图:H204	X:32	Y:70 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:太阳水	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:金创药(中量)	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:金创药(中量)	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:金创药(中量)	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:魔法药(中量)	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:魔法药(中量)	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:魔法药(中量)	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效金创药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:42] 物品:强效魔法药	怪物:1B7EE4C0白野猪8	地图:H204	X:26	Y:73 
[2024/8/19 4:35:47] 物品:太阳水	怪物:18415C30祖玛卫士8	地图:H204	X:60	Y:85 
[2024/8/19 4:35:47] 物品:魔法手镯	怪物:18415C30祖玛卫士8	地图:H204	X:60	Y:85 
[2024/8/19 4:35:47] 物品:珊瑚戒指	怪物:18415C30祖玛卫士8	地图:H204	X:60	Y:85 
[2024/8/19 4:35:48] 物品:强效太阳水	怪物:2275ED40祖玛雕像8	地图:H204	X:23	Y:81 
[2024/8/19 4:35:48] 物品:道士手镯	怪物:2275ED40祖玛雕像8	地图:H204	X:23	Y:81 
[2024/8/19 4:35:49] 物品:魔法药(中量)	怪物:1C01BFB0祖玛弓箭手8	地图:H204	X:43	Y:51 
[2024/8/19 4:35:51] 物品:强效太阳水	怪物:297F4910祖玛雕像8	地图:H204	X:22	Y:80 
[2024/8/19 4:35:54] 物品:道德戒指	怪物:247DED40祖玛弓箭手8	地图:H204	X:59	Y:89 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:太阳水	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:金创药(中量)	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:金创药(中量)	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:金创药(中量)	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:魔法药(中量)	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:魔法药(中量)	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:魔法药(中量)	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效金创药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:强效魔法药	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:破魂	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:35:56] 物品:金戒指	怪物:05E20780白野猪8	地图:H204	X:23	Y:82 
[2024/8/19 4:36:8] 物品:凌风	怪物:1B73D3F0祖玛卫士8	地图:H204	X:41	Y:85 
[2024/8/19 4:36:8] 物品:破魂	怪物:1B73D3F0祖玛卫士8	地图:H204	X:41	Y:85 
[2024/8/19 4:36:9] 物品:重盔甲(男)	怪物:1C0C3230祖玛卫士8	地图:H204	X:21	Y:65 
[2024/8/19 4:36:23] 物品:凤凰明珠	怪物:29B2D870祖玛弓箭手8	地图:H204	X:14	Y:47 
[2024/8/19 4:36:23] 物品:竹笛	怪物:29B2D870祖玛弓箭手8	地图:H204	X:14	Y:47 
[2024/8/19 4:36:34] 物品:太阳水	怪物:1BD4D080黑野猪8	地图:H002	X:232	Y:87 
[2024/8/19 4:36:49] 物品:蓝翡翠项链	怪物:2EBCF290祖玛卫士8	地图:H204	X:74	Y:20 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:太阳水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:金创药(中量)	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:金创药(中量)	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:金创药(中量)	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:魔法药(中量)	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:魔法药(中量)	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:魔法药(中量)	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效金创药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:强效魔法药	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:MP强化药水	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:重盔甲(男)	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:53] 物品:蛇眼戒指	怪物:2EC4ADC0白野猪8	地图:H204	X:13	Y:58 
[2024/8/19 4:36:57] 物品:竹笛	怪物:2A2CD540祖玛弓箭手8	地图:H204	X:80	Y:26 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:太阳水	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:金创药(中量)	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:金创药(中量)	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:金创药(中量)	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:魔法药(中量)	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:魔法药(中量)	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:魔法药(中量)	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效金创药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:强效魔法药	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:36:58] 物品:死神手套	怪物:183EADE0虹魔猪卫8	地图:H204	X:13	Y:57 
[2024/8/19 4:37:24] 物品:骷髅头盔	怪物:27F778A0魔龙射手2	地图:66	X:115	Y:210 
[2024/8/19 4:37:44] 物品:强效魔法药	怪物:186F63F0魔龙刀兵1	地图:66	X:120	Y:203 
[2024/8/19 4:37:44] 物品:强效金创药	怪物:2A864120魔龙血蛙	地图:66	X:120	Y:204 
[2024/8/19 4:38:4] 物品:黑铁头盔	怪物:286397B0魔龙射手	地图:66	X:120	Y:211 
[2024/8/19 4:38:8] 物品:强效金创药	怪物:1B69F590魔龙射手	地图:66	X:125	Y:209 
[2024/8/19 4:38:8] 物品:龙纹剑	怪物:1B69F590魔龙射手	地图:66	X:125	Y:209 
[2024/8/19 4:38:30] 物品:强效金创药	怪物:249C3ED0魔龙刀兵1	地图:66	X:125	Y:206 
[2024/8/19 4:38:33] 物品:强效太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:太阳水	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:金创药(中量)	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:金创药(中量)	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效金创药	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效金创药	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效金创药	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:魔法药(中量)	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:魔法药(中量)	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效魔法药	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效魔法药	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:强效魔法药	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:狂风戒指	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:金戒指	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:33] 物品:火墙	怪物:291CEEA0沃玛卫士8	地图:H003	X:64	Y:26 
[2024/8/19 4:38:51] 物品:强效金创药	怪物:189F92B0魔龙破甲兵2	地图:66	X:129	Y:207 
[2024/8/19 4:38:51] 物品:强效太阳水	怪物:189F92B0魔龙破甲兵2	地图:66	X:129	Y:207 
[2024/8/19 4:38:51] 物品:强效魔法药	怪物:189F92B0魔龙破甲兵2	地图:66	X:129	Y:207 
[2024/8/19 4:39:2] 物品:强效金创药	怪物:18056F20魔龙血蛙	地图:66	X:138	Y:202 
[2024/8/19 4:39:7] 物品:强效金创药	怪物:290C3840魔龙邪眼	地图:66	X:136	Y:200 
